Track Name,Artist Name,Album Name,Disc Number,Track Number
Rocky's Late Night,Albert Hammond Jr,Francis Trouble,1,8
Meet Me In Mexico,The Drums,Meet Me In Mexico,1,1
City Club,The Growlers,City Club,1,1
Mind Mischief,Tame Impala,Lonerism,1,4
Friends,levitation room,Minds Of Our Own,1,5
Imagination,Foster The People,Imagination,1,1
Breezeblocks,alt-J,An Awesome Wave,1,4
sex money feelings die,Lykke Li,so sad so sexy,1,6
Memories (feat. Kid Cudi),"David Guetta, Kid Cudi",One More Love,1,4
Come A Little Closer,Cage The Elephant,Melophobia,1,2
SimpsonWave1995,FrankJavCee,"FrankJavCee Collection, Vol. 1, Pt. II",1,2
Redbone,Childish Gambino,"""Awaken, My Love!"",""1",6,326933
Anarchy Road,Carpenter Brut,TRILOGY,1,17
Cradles,Sub Urban,Cradles,1,1
Girlfriend,Trevor Something,Soulless Computer Boy and the Eternal Render,1,2
"I Like To Move It (feat. The Mad Stuntman) - Erick ""More"" Album Mix","Reel 2 Real, The Mad Stuntman, Erick Morillo",Move It!,1,1
Falling Down - Bonus Track,"Lil Peep, XXXTENTACION","Come Over When You're Sober, Pt. 2",1,12
Fade Away,Trevor Something,Synthetic Love,1,3
I Follow Rivers,Lykke Li,Wounded Rhymes,1,2
Sink into the Floor,Feng Suave,Feng Suave,1,3
Tough Love,"Avicii, Agnes, Vargas & Lagola",Tough Love,1,1
SOS,"Avicii, Aloe Blacc",SOS,1,1
Amanheceu,Scalene,Real / Surreal,1,7
Favela,"Alok, Ina Wroldsen",Favela,1,1
Bones (feat. OneRepublic),"Galantis, OneRepublic",Bones (feat. OneRepublic),1,1
Mercy,"Kaskade, Galantis",Automatic,1,3
Is That for Me,"Alesso, Anitta",Is That For Me,1,1
Blessed - Avicii Edit,"Tom Hangs, Shermanology",Blessed,1,1
Party Rock Anthem,"LMFAO, Lauren Bennett, GoonRock",Party Rock Anthem,1,1
"What Is Love - 7"" Mix",Haddaway,What Is Love (Remixes),1,3
Stereo Love - Radio Edit,"Edward Maya, Vika Jigulina",Stereo Love,1,1
Life Will Change,FamilyJules,Life Will Change,1,1
"Blooming Villain (From ""Persona 5"")",Colbydude,"Blooming Villain (From ""Persona 5"")",1,1
Blooming Villain,FamilyJules,Blooming Villain,1,1
Will Power,FamilyJules,Will Power,1,1
Rivers in the Desert,Little V.,Rivers in the Desert,1,1
Yaldabaoth,SixteenInMono,Yaldabaoth,1,1
Beneath the Mask,FamilyJules,Beneath the Mask,1,1
"Beneath the Mask (From ""Persona 5"")",Qumu,"Beneath the Mask (From ""Persona 5"")",1,1
"Beneath the Mask (from ""Persona 5"")",Tournament Arc,"Beneath the Mask (from ""Persona 5"")",1,1
"Rivers in the Desert (From ""Persona 5"")","GillStudio, Line","Shin Megami Tensei & Persona Collection, Vol. 1",1,10
Beneath the Mask,"Dj Cutman, H. A. Covers, GameChops, Dodger","Beneath the Mask (From ""Persona 5"")",1,1
"Hymn of the Soul (From ""Persona 5"")",Celestial Aeon Project,"Hymn of the Soul (From ""Persona 5"")",1,1
"Layer Cake (from ""Persona 5"") - Metal Version",FamilyJules,"Layer Cake (from ""Persona 5"") [Metal Version]",1,1
"Blooming Villain (From ""Persona 5"") [Metal Version]",ToxicxEternity,"VG Metal Covers, Vol. 10",1,3
Beneath the Mask - Instrumental,"Dj Cutman, H. A. Covers, GameChops","Beneath the Mask (From ""Persona 5"")",1,2
"Sunset Bridge (From ""Persona 5"")",GillStudio,"Shin Megami Tensei & Persona Collection, Vol. 2",1,5
Last Surprise,Sapphire,The Velvet Lounge,1,5
Beneath the Mask,"Sapphire, The Consouls",The Velvet Lounge,1,7
Tokyo Emergency,Mohmega,The Velvet Records,1,2
Life Will Change,RichaadEB,Life Will Change,1,1
Life Will Change,Little V.,Life Will Change,1,1
Life Goes On,Mohmega,The Velvet Records,1,9
Sunset Bridge,Mohmega,The Velvet Records,1,5
Rainy Day at the Cafe,Dj Cutman,Volume IV,1,15
Whims of Fate,"Sapphire, Carlos Eiene",The Velvet Lounge,1,3
The Poem for Everyone's Souls,"FamilyJules, Ferdk, Adriana Figueroa",The Poem for Everyone's Souls,1,1
Last Surprise,FamilyJules,Last Surprise,1,1
Rivers in the Desert,"Lollia, Sleeping Forest",Personified,1,9
Butterfly Kiss,FamilyJules,Butterfly Kiss,1,1
Break in to Break Out,Sapphire,The Velvet Lounge,1,8
"Futaba's Theme (From ""Persona 5"")",Collosia,Persona 5 Reimagined,1,5
"Disquiet (From ""Persona 5"")",Collosia,Persona 5 Reimagined,1,2
Take Care of U,"TWRP, Lydia Persaud",Together Through Time,1,6
Take Over,"Sapphire, The Consouls",Take Over,1,1
Take Over,FamilyJules,Take Over,1,1
Keeper of Lust,FamilyJules,Keeper of Lust,1,1
"Price (From ""Persona 5"")",Collosia,Persona 5 Royal Reimagined,1,4
"Victory Theme (From ""Persona 5"")",Collosia,Persona 5 Royal Reimagined,1,2
"Last Surprise (From ""Persona 5 Scramble: The Phantom Strikers"")",We.B,"Last Surprise (From ""Persona 5 Scramble: The Phantom Strikers"")",1,1
"The Days When My Mother Was There (From ""Persona 5"")",GillStudio,"Shin Megami Tensei & Persona Collection, Vol. 2",1,8
The Days When My Mother Was There,"Lollia, Sleeping Forest",Personified,1,7
"The Battle for Everyone's Soul (From ""Persona 3"")","GillStudio, daiagnosis","Shin Megami Tensei & Persona Collection, Vol. 1",1,3
Whims of Fate,FamilyJules,Whims of Fate,1,1
"Ideal and the Real (From ""Persona 5 Royal"")",Legendav,"Ideal and the Real (From ""Persona 5 Royal"")",1,1
"Last Surprise (From ""Persona 5"") [Metal Version]",ToxicxEternity,"Last Surprise (From ""Persona 5"") [Metal Version]",1,1
"Will Power (From ""Persona 5"") [Metal Version]",ToxicxEternity,"VG Metal Covers, Vol. 10",1,10
I Believe,Sapphire,The Velvet Lounge II,1,4
Throw Away Your Mask,Sapphire,The Velvet Lounge II,1,6
"King, Queen, and Slave",Mohmega,The Velvet Records,1,6
No More What Ifs,"Sapphire, The Consouls",The Velvet Lounge II,1,3
Colors Flying High,"Lollia, Sleeping Forest, Sapphire",Personified,1,12
No More What Ifs,"Lollia, insaneintherainmusic",Personified,1,14
Ideal and the Real,"Sleeping Forest, RichaadEB",Personified,1,15
Throw Away Your Mask,"Lollia, Sleeping Forest",Personified,1,16
Price,Sleeping Forest,Personified,1,10
Life Will Change,"Lollia, Sleeping Forest",Personified,1,2
"Layer Cake (From ""Persona 5"")",Collosia,Persona 5 Reimagined,1,8
The Whims of Fate,"Lollia, Sleeping Forest, Adriana Figueroa",Personified,1,9
Crossroads,Collosia,Persona 5 Fusion,1,2
No More What Ifs,Collosia,Persona 5 Fusion,1,4
Tokyo Emergency,Collosia,Persona 5 Fusion,1,6
The Days When Mother Was There,SixteenInMono,The Days When Mother Was There,1,1
"Beneath the Mask (From ""Persona 5"") [Lofi Hip Hop Remix]",Alex Moukala II,"Beneath the Mask (From ""Persona 5"") [Lofi Hip Hop Remix]",1,1
When the Party's Over - Piano Cover,Rousseau,"Rousseau: Modern Series, Pt. 2 (Piano Cover)",1,1
Bad Guy - Piano Cover,Rousseau,"Rousseau: Modern Series, Pt. 2 (Piano Cover)",1,6
Minecraft (Sweden x Wet Hands x Calm) - Piano Cover,Rousseau,"Rousseau: Modern Series, Pt. 2 (Piano Cover)",1,9
Through the Fire and Flames - Piano Cover,Rousseau,"Rousseau: Modern Series, Pt. 2 (Piano Cover)",1,10
The Scientist - Piano Cover,Rousseau,"Rousseau: Modern Series, Pt. 2 (Piano Cover)",1,12
All of Me - Piano Cover,Rousseau,"Rousseau: Modern Series, Pt. 2 (Piano Cover)",1,14
Faded,Rousseau,Faded,1,1
"Prelude in C Sharp Minor, Op. 3 - No. 2","Sergei Rachmaninoff, Rousseau","Prelude in C Sharp Minor, Op. 3 - No. 2",1,1
La Campanella,"Franz Liszt, Niccolò Paganini, Rousseau",La Campanella,1,1
"Moonlight Sonata, Mvt. 1","Ludwig van Beethoven, Rousseau","Moonlight Sonata, Mvt. 1",1,1
Flight of the Bumblebee - Arr. Rachmaninoff,"Sergei Rachmaninoff, Nikolai Rimsky-Korsakov, Rousseau",Flight of the Bumblebee (Arr. Rachmaninoff),1,1
Clair De Lune,"Claude Debussy, Rousseau",Clair De Lune,1,1
"Nocturne in E Flat Major, Op. 9 - No.2","Frédéric Chopin, Rousseau","Nocturne in E Flat Major, Op. 9 - No.2",1,1
Rondo Alla Turca,"Wolfgang Amadeus Mozart, Rousseau",Rondo Alla Turca,1,1
"Fantaisie Impromptu, Op. 66","Frédéric Chopin, Rousseau","Fantaisie Impromptu, Op. 66",1,1
Winter / Let It Go - Piano Cover,Rousseau,Winter / Let It Go (Piano Cover),1,1
Nocturne in C# Minor - No. 20,Rousseau,Nocturne in C# Minor - No. 20,1,1
"Prelude in G Minor, Op. 23 - No. 5","Sergei Rachmaninoff, Rousseau","Prelude in G Minor, Op. 23 - No. 5",1,1
"Revolutionary Etude, Op. 10 - No. 12",Rousseau,"Revolutionary Etude, Op. 10 - No. 12",1,1
Für Elise,"Ludwig van Beethoven, Rousseau",Für Elise,1,1
Moonlight Sonata (1st Movement),Rousseau,Moonlight Sonata (1st Movement),1,1
La Campanella,Rousseau,La Campanella,1,1
Moonlight Sonata (2nd Movement),Rousseau,Moonlight Sonata (2nd Movement),1,1
Happier,Rousseau,Happier,1,1
Ignite,Rousseau,Ignite,1,1
I Fall Apart,Rousseau,I Fall Apart,1,1
Congratulations,Rousseau,Congratulations,1,1
Nocturne in Eb Major (Op. 9 No. 2),Rousseau,Nocturne in Eb Major (Op. 9 No. 2),1,1
Prelude in E Minor (Op. 28 No. 4),Rousseau,Prelude in E Minor (Op. 28 No. 4),1,1
Prelude in C# Minor (Op. 3 No. 2),Rousseau,Prelude in C# Minor (Op. 3 No. 2),1,1
Friends,Rousseau,Friends,1,1
Flight of the Bumblebee,Rousseau,Flight of the Bumblebee,1,1
Arabesque No. 1,Rousseau,Arabesque No. 1,1,1
Rondo Alla Turca (Turkish March),Rousseau,Rondo Alla Turca (Turkish March),1,1
Little Red Riding Hood (Etude Tableau Op. 39 No. 6),Rousseau,Little Red Riding Hood (Etude Tableau Op. 39 No. 6),1,1
Girls Like You,Rousseau,Girls Like You,1,1
My Heart Will Go On - Piano Cover,Rousseau,"Rousseau: Modern Series, Pt. 1 (Piano Cover)",1,12
Alone - Piano Cover,Rousseau,"Rousseau: Modern Series, Pt. 1 (Piano Cover)",1,13
Dearly Beloved - Piano Cover,Rousseau,"Rousseau: Modern Series, Pt. 1 (Piano Cover)",1,17
7 Rings - Piano Cover,Rousseau,"Rousseau: Modern Series, Pt. 1 (Piano Cover)",1,16
MAYDAY - Piano Cover,Rousseau,"Rousseau: Modern Series, Pt. 1 (Piano Cover)",1,1
One Strange Rock - Piano Cover,Rousseau,"Rousseau: Modern Series, Pt. 1 (Piano Cover)",1,3
"Ballade No. 1 in G Minor, Op. 23",Rousseau,"Ballade No. 1 in G Minor, Op. 23",1,1
Liebestraum No. 3,"Franz Liszt, Rousseau",Liebestraum No. 3,1,1
"Minute Waltz, Op. 64 - No. 1","Frédéric Chopin, Rousseau","Minute Waltz, Op. 64 - No. 1",1,1
"Moonlight Sonata, Mvt. 2","Ludwig van Beethoven, Rousseau","Moonlight Sonata, Mvt. 2",1,1
"Etude, Op. 10 - No. 4","Frédéric Chopin, Rousseau","Etude, Op. 10 - No. 4",1,1
"Prelude in E Minor, Op. 28 - No. 4","Frédéric Chopin, Rousseau","Prelude in E Minor, Op. 28 - No. 4",1,1
Gymnopedie No. 1,"Erik Satie, Rousseau",Gymnopedie No. 1,1,1
"Little Red Riding Hood, Op. 39 - No. 6","Sergei Rachmaninoff, Rousseau","Little Red Riding Hood, Op. 39 - No. 6",1,1
Un Sospiro,"Franz Liszt, Rousseau",Un Sospiro,1,1
Prelude & Fugue No. 2,"Johann Sebastian Bach, Rousseau",Prelude & Fugue No. 2,1,1
lovely - Piano Cover,Rousseau,lovely (Piano Cover),1,1
Liebesleid,"Fritz Kreisler, Rousseau",Liebesleid,1,1
Scarbo (Gaspard de la nuit),"Maurice Ravel, Rousseau",Scarbo (Gaspard de la nuit),1,1
Bohemian Rhapsody - Piano Cover,Rousseau,Bohemian Rhapsody (Piano Cover),1,1
"12 Variations on Ah vous dirai-je, maman","Wolfgang Amadeus Mozart, Rousseau","12 Variations on Ah vous dirai-je, maman",1,1
Phoenix - Piano Cover,Rousseau,Phoenix (Piano Cover),1,1
Reverie,"Claude Debussy, Rousseau",Reverie,1,1
Red Swan,"Yoshiki, HYDE",Red Swan,1,1
Red Swan - TV Edit -,"Yoshiki, HYDE",Red Swan - TV Edit -,1,1
Eye-Water,Hiroyuki Sawano,"TV Anime ""Attack on Titan"" Original Soundtrack",1,3
Army-Attack,Hiroyuki Sawano,"TV Anime ""Attack on Titan"" Original Soundtrack",1,6
Vogel Im Kafig,Hiroyuki Sawano,"TV Anime ""Attack on Titan"" Original Soundtrack",1,7
Titan♀~9chiku,Hiroyuki Sawano,"TV Anime ""Attack on Titan"" Original Soundtrack",1,11
Bauklotze,Hiroyuki Sawano,"TV Anime ""Attack on Titan"" Original Soundtrack",1,12
2chijou,Hiroyuki Sawano,"TV Anime ""Attack on Titan"" Original Soundtrack",1,13
Call Your Name,Hiroyuki Sawano,"TV Anime ""Attack on Titan"" Original Soundtrack",1,15
Omake-Pfadlib,Hiroyuki Sawano,"TV Anime ""Attack on Titan"" Original Soundtrack",1,16
Barricades,Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",1,1
Call of Silence,Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",1,5
Attack on D,Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",1,7
Yamanaiame,Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",1,8
2 Volt,Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",1,9
So Ist Es Immer,Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",1,11
Shingeki St - Hrn - Gt - Pf 20130629 Kyojin,Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",1,12
The Dogs,Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",1,16
Shingeki Pf - Medley 20130629 Kyojin,Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",2,1
Shingeki Pf 20130218 Kyojin,Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",2,3
Shingeki Gt 20130218 Kyojin,Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",2,4
Shingeki St 20130629 Kyojin,Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",2,6
Shingeki Vn - Pf 20130524 Kyojin,Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",2,7
Shingeki Pf - Adlib - C 20130218 Kyojin,Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",2,9
Shingeki Pf - Adlib - B 20130218 Kyojin,Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",2,10
Shingeki Vc - Pf 20130218 Kyojin,Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",2,11
Aots2m #1,Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",2,14
Aots2m #2,Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",2,15
Aots2m #3,Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",2,16
Aots2m #4,Hiroyuki Sawano,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",2,17
K2-,Hiroyuki Sawano,"""Attack on Titan"" Season 3 Original Soundtrack",1,1
Zero Eclipse,Hiroyuki Sawano,"""Attack on Titan"" Season 3 Original Soundtrack",1,2
Symphonicsuite (Aot) Part1-1st: 0Sk,Hiroyuki Sawano,"""Attack on Titan"" Season 3 Original Soundtrack",1,3
Symphonicsuite (Aot) Part1-2nd: Historia,Hiroyuki Sawano,"""Attack on Titan"" Season 3 Original Soundtrack",1,4
Symphonicsuite (Aot) Part1-3rd: Barrichestra,Hiroyuki Sawano,"""Attack on Titan"" Season 3 Original Soundtrack",1,5
Symphonicsuite (Aot) Part1-4th: 7-B@$,Hiroyuki Sawano,"""Attack on Titan"" Season 3 Original Soundtrack",1,6
K21,Hiroyuki Sawano,"""Attack on Titan"" Season 3 Original Soundtrack",1,7
Aots3-3Spens / 21seki,Hiroyuki Sawano,"""Attack on Titan"" Season 3 Original Soundtrack",1,8
Call Your Name (Gv),Hiroyuki Sawano,"""Attack on Titan"" Season 3 Original Soundtrack",1,9
Symphonicsuite (Aot) Part2-1st: Attack on Titan (Wmid),Hiroyuki Sawano,"""Attack on Titan"" Season 3 Original Soundtrack",1,10
Symphonicsuite (Aot) Part2-2nd: Shingekinokyojin,Hiroyuki Sawano,"""Attack on Titan"" Season 3 Original Soundtrack",1,11
Symphonicsuite (Aot) Part2-3rd: Before Lights Out,Hiroyuki Sawano,"""Attack on Titan"" Season 3 Original Soundtrack",1,12
Symphonicsuite (Aot) Part2-4th: 2An,Hiroyuki Sawano,"""Attack on Titan"" Season 3 Original Soundtrack",1,13
Symphonicsuite (Aot) Part2-5th: Apple Seed,Hiroyuki Sawano,"""Attack on Titan"" Season 3 Original Soundtrack",1,14
Symphonicsuite (Aot) Part2-6th: Thanksat,Hiroyuki Sawano,"""Attack on Titan"" Season 3 Original Soundtrack",1,15
Eren the Hyou - Movie Ver.,Hiroyuki Sawano,"""Attack on Titan"" Season 3 Original Soundtrack",1,16
Barricades - Movie Ver.,Hiroyuki Sawano,"""Attack on Titan"" Season 3 Original Soundtrack",1,17
Aots3-Pf1,Hiroyuki Sawano,"""Attack on Titan"" Season 3 Original Soundtrack",2,1
T-Kt,Hiroyuki Sawano,"""Attack on Titan"" Season 3 Original Soundtrack",2,2
A 1 G U,Hiroyuki Sawano,"""Attack on Titan"" Season 3 Original Soundtrack",2,3
Aots3-Pf2,Hiroyuki Sawano,"""Attack on Titan"" Season 3 Original Soundtrack",2,4
Aots3-1000ryaku,Hiroyuki Sawano,"""Attack on Titan"" Season 3 Original Soundtrack",2,5
Tooth-I:,Hiroyuki Sawano,"""Attack on Titan"" Season 3 Original Soundtrack",2,6
Len Zo 97N10 Hi Kyosetsu Mahle,Hiroyuki Sawano,"""Attack on Titan"" Season 3 Original Soundtrack",2,7
K21 - Instrumental,Hiroyuki Sawano,"""Attack on Titan"" Season 3 Original Soundtrack",2,8
Zero Eclipse - Instrumental,Hiroyuki Sawano,"""Attack on Titan"" Season 3 Original Soundtrack",2,9
Barricades - Movie Ver. / Instrumental,Hiroyuki Sawano,"""Attack on Titan"" Season 3 Original Soundtrack",2,10
Call Your Name (Gv) - Instrumental,Hiroyuki Sawano,"""Attack on Titan"" Season 3 Original Soundtrack",2,11
Attack on Titan (Wmid) - Instrumental,Hiroyuki Sawano,"""Attack on Titan"" Season 3 Original Soundtrack",2,12
Before Lights Out - Instrumental,Hiroyuki Sawano,"""Attack on Titan"" Season 3 Original Soundtrack",2,13
Apple Seed - Instrumental,Hiroyuki Sawano,"""Attack on Titan"" Season 3 Original Soundtrack",2,14
"Utsukushiki Zankokuna Sekai (From ""Attack on Titan"")",Yoko Hikasa,Couleur,1,5
Great Escape,cinema staff,Great Escape,1,1
Yuugure no Tori - TV Size,Shinsei Kamattechan,Yuugure no Tori (TV Size),1,1
Name of Love,cinema staff,Best Of The Super Cinema 2008-2011/2012-2019,1,4
SOS (feat. Aloe Blacc),"Avicii, Aloe Blacc",TIM,1,3
Heaven,Avicii,TIM,1,2
Forever Yours - Avicii Tribute,"Kygo, Avicii, Sandro Cavazza",Forever Yours (Avicii Tribute),1,1
Lonely Together (feat. Rita Ora),"Avicii, Rita Ora",AVĪCI (01),1,2
Bad Reputation (feat. Joe Janiak),"Avicii, Joe Janiak",TIM,1,5
Ain't A Thing (feat. Bonn),"Avicii, Bonn",TIM,1,6
Hold The Line (feat. A R I Z O N A),"Avicii, A R I Z O N A",TIM,1,7
Excuse Me Mr Sir (feat. Vargas & Lagola),"Avicii, Vargas & Lagola",TIM,1,9
Heart Upon My Sleeve (feat. Imagine Dragons),"Avicii, Imagine Dragons",TIM,1,10
Touch Me,Avicii,Stories,1,3
Ten More Days,Avicii,Stories,1,4
City Lights,Avicii,Stories,1,8
De Volta Para O Futuro,"Fabio Brazza, Isadora Morais","Tupi, Or Not Tupi",1,5
Eu Sou 157,Racionais MC's,"Nada Como um Dia Após o Outro Dia, Vol. 1 & 2",1,9
Canão Foi Tão Bom,"Sabotage, DBS Gordão Chefe, Negra Li, Lakers, Instituto, Ganjaman",Sabotage,1,3
Diário de um Detento,Racionais MC's,Sobrevivendo no Inferno,1,7
Odin,"Fabio Brazza, Rap Box",Odin,1,1
Da Ponte pra Cá,Racionais MC's,"Nada Como um Dia Após o Outro Dia, Vol. 1 & 2",2,10
Negro Drama,Racionais MC's,"Nada Como um Dia Após o Outro Dia, Vol. 1 & 2",1,5
Pantera Negra,Emicida,Pantera Negra,1,1
Sulicídio,"Baco Exu do Blues, Diomedes Chinaski",Sulicídio,1,1
999,Baco Exu do Blues,999,1,1
Respeito É pra Quem Tem,"Sabotage, DBS Gordão Chefe, RZO",Rap É Compromisso (Edição Comemorativa),1,9
"Vida Loka, Pt. 1",Racionais MC's,"Nada Como um Dia Após o Outro Dia, Vol. 1 & 2",1,4
"Vida Loka, Pt. 2",Racionais MC's,"Nada Como um Dia Após o Outro Dia, Vol. 1 & 2",2,7
O Último Papo Reto do Ano,Naan,O Último Papo Reto do Ano,1,1
Beco Sujo,"D.D.H., Dois As",Direto do Hospício,1,8
"Capítulo 4, Versículo 3",Racionais MC's,Sobrevivendo no Inferno,1,3
Jesus Chorou,Racionais MC's,"Nada Como um Dia Após o Outro Dia, Vol. 1 & 2",2,4
Não Existe Amor em SP,Criolo,Nó Na Orelha,1,3
Te Amo Disgraça,Baco Exu do Blues,Esú,1,8
Estilo Cachorro,Racionais MC's,"Nada Como um Dia Após o Outro Dia, Vol. 1 & 2",2,6
Bounce,System Of A Down,Toxicity,1,7
Needles,System Of A Down,Toxicity,1,2
Chic 'N' Stu,System Of A Down,Steal This Album!,1,1
A Like Supreme,SAMURAI,A Like Supreme,1,1
Dance Macabre,Ghost,Prequelle,1,6
Pesadão - Remix,Viradrop,Pesadão (Remix),1,1
Human,Of Monsters and Men,Beneath The Skin,1,2
Danse Macabre,Scalene,Real / Surreal (Deluxe),1,10
again,YUI,Green Garden Pop,1,3
Gurenge,LiSA,Gurenge,1,1
Silhouette,KANA-BOON,Time,1,10
Take Over,"League of Legends, Jeremy McKinnon of A Day To Remember, MAX, Henry",Take Over,1,1
Legends Never Die,"League of Legends, Against The Current",Legends Never Die,1,1
Ignite - 2016 League Of Legends World Championship,Zedd,Ignite (2016 League Of Legends World Championship),1,1
Worlds Collide,"League of Legends, Nicki Taylor",Worlds Collide,1,1
Animals,"WE ARE FURY, Jordan Tariff",DUALITY,1,6
Parable,Mako,Parable,1,1
Chameleon,"Mako, Lliam Taylor, Latroit",Chameleon,1,1
Smoke Filled Room,Mako,Hourglass,1,3
Chemicals,The Glitch Mob,Chemicals - EP,1,1
System Bleed,"The Glitch Mob, LICK",System Bleed,1,1
Our Demons (feat. Aja Volkman),"The Glitch Mob, Aja Volkman",Love Death Immortality,1,2
MONOMANIA,The Word Alive,MONOMANIA,1,1
GREATEST ALMOST,The Word Alive,MONOMANIA,1,5
Misery,The Word Alive,Misery,1,1
Muchacha,"Gente De Zona, Becky G",Muchacha,1,1
Secrets,Becky G,Secrets,1,1
Sticky - Radio Edit,Keke Palmer,Sticky (Radio Edit),1,1
Got Em Mad,"Keke Palmer, TK Kravitz",Got Em Mad,1,1
Bottoms Up,Keke Palmer,So Uncool,1,9
Oh my god,(G)I-DLE,I trust,1,1
Maybe,(G)I-DLE,I trust,1,3
LATATA,(G)I-DLE,I am,1,1
Crush,Duckwrth,Crush,1,1
Start a Riot,"Duckwrth, Shaboozey",Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),1,6
Wait Up,Thutmose,Wait Up,1,1
Run Wild - Original,"Thutmose, NoMBe",Run Wild EP,1,4
Memories,Thutmose,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),1,8
Bad Things,Cailin Russo,House with a Pool,1,6
"You Touch Me, I Touch You Back",Cailin Russo,The Drama,1,4
It's Cool,Cailin Russo,It's Cool,1,1
Low Key In Love,Jaira Burns,Burn Slow,1,4
This Time Around,Jaira Burns,Burn Slow,1,5
Stained Glass,Madison Beer,Stained Glass,1,1
All Day And Night,"Jax Jones, Martin Solveig, Madison Beer, Europa",All Day And Night (Jax Jones & Martin Solveig Present Europa),1,1
Home with You,Madison Beer,As She Pleases,1,5
Voices,Against The Current,Past Lives,1,5
Gravity,Against The Current,Gravity,1,1
Birds (feat. Elisa),"Imagine Dragons, Elisa",Birds,1,1
Believer (feat. Lil Wayne),"Imagine Dragons, Lil Wayne",Believer (feat. Lil Wayne),1,1
Killer,Valerie Broussard,Killer,1,1
Roots,"Valerie Broussard, Galantis",Roots,1,1
Think About You,"Kygo, Valerie Broussard",Think About You,1,1
Good Thing (with Kehlani),"Zedd, Kehlani",Good Thing (with Kehlani),1,1
Lost In Japan - Remix,"Shawn Mendes, Zedd",Lost In Japan (Remix),1,1
The Middle,"Zedd, Maren Morris, Grey",The Middle,1,1
Ghost In The City,"The Crystal Method, Le Castle Vania, Amy Kirkpatrick",Ghost In The City,1,1
Holy Arp,The Crystal Method,Holy Arp,1,1
(Can't You) Trip Like I Do - 2009 Remastered Version,Filter & The Crystal Method,The Very Best Things [1995-2008],1,4
HOLUP!,BOBBY,The MOBB,1,1
Raise your guard and Bounce,BOBBY,Show Me the Money 3 Part 5,1,1
I LOVE YOU,BOBBY,LOVE AND FALL,1,1
The Encounter,"ABBOTT, 2WEI, Luna Morgenstern",The Encounter,1,1
Gangsta's Paradise,2WEI,Escape Velocity,1,3
Survivor,"2WEI, Edda Hayes",Sequels,1,1
Maniac,"Carpenter Brut, Yann Ligner",Maniac,1,1
Blood Machines Theme,Carpenter Brut,Blood Machines - Original Motion Picture Soundtrack,1,2
Fragile Violence,"Blanke, Nevve",Fragile Violence,1,1
Death Rattle,"Blanke, REAPER",Change & Decay,1,3
Changa - Blanke Remix,"PNAU, Blanke",Changa,1,5
Roller Mobster,Carpenter Brut,TRILOGY,1,7
Momentary Lapse,"The Glitch Mob, 1788-L",Momentary Lapse,1,1
M A L F U N K T,"1788-L, Deathpact",M A L F U N K T,1,1
Cyberspace,1788-L,Cyberspace,1,1
Hold On,"Devault, The Bloody Beetroots",Hold On,1,1
Zoning,"The Bloody Beetroots, ZHU",Zoning,1,1
Warp 1.9 (feat. Steve Aoki),"The Bloody Beetroots, Steve Aoki",ROMBORAMA,1,10
22:39,Danger,Origins,1,13
6.24,Danger,Furi (Original Game Soundtrack),1,2
4:30,Danger,09/17 2007,1,1
Girls,new.wav,Girls,1,1
Navy Blue,"Prblm Chld, Heather Sommer",Navy Blue,1,1
Voices,"Prblm Chld, Jess Coppens",Voices,1,1
What Do U Want (feat. Sara Skinner),"yetep, Sara Skinner",What Do U Want (feat. Sara Skinner),1,1
Want You,"Subtact, Sara Skinner",Want You,1,1
Dreams pt. II,"Lost Sky, Sara Skinner",Dreams pt. II,1,1
