Track Name,Artist Name,Album Name,Disc Number,Track Number
wish you were gay,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",1,6
when the party's over,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",1,7
8,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",1,8
my strange addiction,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",1,9
bury a friend,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",1,10
ilomilo,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",1,11
listen before i go,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",1,12
i love you,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",1,13
goodbye,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",1,14
lovely (with Khalid),"Billie Eilish, Khalid",lovely (with Khalid),1,1
Deep Inside Of Me (feat. MKLA),"Vintage Culture, Adam K, MKLA",Deep Inside Of Me (feat. MKLA),1,1
Rap Da Akatsuki: Os Ninjas Mais Procurados Do Mundo (Nerd Hits),7 Minutoz,Rap Da Akatsuki: Os Ninjas Mais Procurados Do Mundo (Nerd Hits),1,1
Rap Do Shikamaru: Cuidado Com As Sombras (Nerd Hits),7 Minutoz,Rap Do Shikamaru: Cuidado Com As Sombras (Nerd Hits),1,1
Rap Do Boruto: Filho de Um Hokage (Nerd Hits),7 Minutoz,Rap Do Boruto: Filho de Um Hokage (Nerd Hits),1,1
Rap do Naruto: O Sétimo Hokage (Nerd Hits),7 Minutoz,Rap do Naruto: O Sétimo Hokage (Nerd Hits),1,1
Samehada,7 Minutoz,Samehada,1,1
Rap do Deidara: A Arte é a Explosão (Nerd Hits),7 Minutoz,Rap do Deidara: A Arte é a Explosão (Nerd Hits),1,1
Susanoo,7 Minutoz,Susanoo,1,1
"Rap do Kakashi, Obito e Rin: Ninjas Merecem Perdão (Nerd Hits)",7 Minutoz,"Rap do Kakashi, Obito e Rin: Ninjas Merecem Perdão (Nerd Hits)",1,1
Rap do Maito Gai: O Ninja Mais Forte (NERD HITS),7 Minutoz,Rap do Maito Gai: O Ninja Mais Forte (NERD HITS),1,1
Manhã de Sol,"Bhaskar, 3030",Manhã de Sol,1,1
A Droga do Amor,"Ari, Felipe Play, Dom R",Ari Acústico,1,3
Adrenalizou - Gabriel Boni Remix,"Vitor Kley, Gabriel Boni",Adrenalizou (Gabriel Boni Remix),1,1
Rave da Meduza - Original Mix,"Dj W-Beatz, Nogue",Rave da Meduza,1,1
Can't Get Over You,"KVSH, The Otherz, Gabriel Froede",Can't Get Over You,1,1
Foi Até Bom Te Encontrar,"FP do Trem Bala, Mc Niel",Foi Até Bom Te Encontrar,1,1
Infinito Particular - Bhaskar Remix,"Bhaskar, Silva",Infinito Particular (Bhaskar Remix),1,1
Dias Melhores - Remix,"Jota Quest, FLOW, KVSH",Dias Melhores (Remix),1,1
Pontos de Exclamação - Vintage Culture & Future Class Remix,"Jovem Dionisio, Vintage Culture, Future Class",Pontos de Exclamação (Vintage Culture & Future Class Remix),1,1
Surreal,"Mojjo, Bhaskar, Vitório",Surreal,1,1
THE BADDEST,"K/DA, (G)I-DLE, Wolftyla, Bea Miller, League of Legends",THE BADDEST,1,1
Warriors,"League of Legends, 2WEI, Edda Hayes",Warriors,1,1
Phoenix,"League of Legends, Cailin Russo, Chrissy Costanza",Phoenix,1,1
Contradiction (feat. Tyler Carter),"KSUKE, Tyler Carter",Contradiction (feat. Tyler Carter),1,1
Party On My Own,"Alok, Vintage Culture, FAULHABER",Party On My Own,1,1
Killed by the City - DEADLINE Remix,"Bhaskar, Alok, DEADLINE",Killed by the City (Remixes),1,1
Killed by the City - Gaba Kamer Remix,"Bhaskar, Alok, Gaba Kamer",Killed by the City (Remixes),1,2
Killed by the City - Mojjo Remix,"Bhaskar, Alok, Mojjo",Killed by the City (Remixes),1,3
Killed by the City - NUZB Remix,"Bhaskar, Alok, NUZB",Killed by the City (Remixes),1,4
Stairway to Heaven - 1990 Remaster,Led Zeppelin,Led Zeppelin IV,1,4
Whole Lotta Love - 1990 Remaster,Led Zeppelin,Led Zeppelin II (1994 Remaster),1,1
Cryin',Aerosmith,Get A Grip (Reissue - Remaster),1,9
Black Hole Sun,Soundgarden,Superunknown (20th Anniversary),1,7
The Times They Are A-Changin',Bob Dylan,The Times They Are A-Changin',1,1
Wanted Dead Or Alive,Bon Jovi,Slippery When Wet,1,5
Wish You Were Here,Pink Floyd,Wish You Were Here,1,4
"Another Brick in the Wall, Pt. 2",Pink Floyd,The Wall,1,5
Wonderwall - Remastered,Oasis,(What's The Story) Morning Glory? [Remastered],1,3
T.N.T.,AC/DC,High Voltage,1,5
Thunderstruck,AC/DC,The Razors Edge,1,1
Don't Stop Me Now - 2011 Mix,Queen,Jazz (2011 Remaster),1,12
Another One Bites The Dust - Remastered 2011,Queen,The Game (2011 Remaster),1,3
Bohemian Rhapsody - Remastered 2011,Queen,A Night At The Opera (2011 Remaster),1,11
I Won't Back Down,Johnny Cash,American III: Solitary Man,1,1
In My Life,Johnny Cash,American IV: The Man Comes Around,1,8
Like The 309,Johnny Cash,American V - A Hundred Highways,1,3
The Man Comes Around,Johnny Cash,Unearthed,5,13
Personal Jesus,Johnny Cash,The Legend Of Johnny Cash,1,18
Hurt,Johnny Cash,Unearthed,5,15
Sympathy For The Devil,The Rolling Stones,Beggars Banquet,1,1
Paint It Black,The Rolling Stones,Singles 1965-1967,1,11
The Man Who Sold the World,Midge Ure,The Gift (Deluxe Version),2,5
Fortunate Son,Creedence Clearwater Revival,Suicide Squad: The Album,1,13
Seven Nation Army,The White Stripes,Seven Nation Army,1,1
Cat People (Putting Out The Fire),David Bowie,Quentin Tarantino's Inglourious Basterds (Motion Picture Soundtrack),1,11
Money For Nothing,Dire Straits,Brothers In Arms (Remastered),1,2
The Man Who Sold the World - 2015 Remaster,David Bowie,The Man Who Sold the World (2015 Remaster),1,8
Upside Down,Jack Johnson,Jack Johnson And Friends: Sing-A-Longs And Lullabies For The Film Curious George,1,1
Nuclear,Mike Oldfield,Man On The Rocks (Deluxe Edition),1,7
Photograph,Nickelback,All the Right Reasons,1,3
Far From Any Road,The Handsome Family,Singing Bones,1,5
Come Together - Remastered,The Beatles,Abbey Road (Remastered),1,1
Johnny B. Goode,Chuck Berry,Berry Is On Top,1,6
One,Metallica,...And Justice For All,1,4
Under Pressure - Remastered,"Queen, David Bowie",Hot Space (2011 Remaster),1,11
Imagine - Remastered 2010,John Lennon,Imagine,1,1
Smells Like Teen Spirit,Nirvana,Nevermind (Deluxe Edition),1,1
Heart-Shaped Box,Nirvana,In Utero - 20th Anniversary - Deluxe Edition,1,3
Lithium,Nirvana,Nevermind (Deluxe Edition),1,5
The Man Who Sold The World,Nirvana,MTV Unplugged In New York,1,4
In Bloom - Nevermind Version,Nirvana,Nevermind (Deluxe Edition),1,2
Come As You Are,Nirvana,MTV Unplugged In New York,1,2
Free Fallin',Tom Petty,Full Moon Fever,1,1
Tears of the Dragon - 2001 Remastered Version,Bruce Dickinson,Balls To Picasso (2001 Remastered Version),1,10
Heroes,Gang of Youths,Heroes,1,1
Heroes - 1999 Remaster,David Bowie,Heroes (1999 Remaster),1,3
Tears in the Rain,"Hans Zimmer, Benjamin Wallfisch",Blade Runner 2049 (Original Motion Picture Soundtrack),1,22
For What It's Worth,Buffalo Springfield,Buffalo Springfield,1,1
Time of the Preacher,Willie Nelson,Red Headed Stranger,1,1
House of the Rising Sun,The Animals,The Singles Plus,1,3
Everybody Knows,Sigrid,Justice League (Original Motion Picture Soundtrack),1,1
Too Old To Die Young,Brother Dege,Quentin Tarantino’s Django Unchained Original Motion Picture Soundtrack,1,19
"Apple Blossom - From ""The Hateful Eight"" Soundtrack",The White Stripes,Quentin Tarantino's The Hateful Eight (Original Motion Picture Soundtrack),1,5
(I Can't Get No) Satisfaction - Saturday Club / 1965,The Rolling Stones,(I Can't Get No) Satisfaction [Saturday Club / 1965],1,1
The Passenger,Iggy Pop,Lust For Life,1,4
Starman - 2012 Remaster,David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster),1,4
Space Oddity - 2015 Remaster,David Bowie,David Bowie (aka Space Oddity) [2015 Remaster],1,1
Moonage Daydream - 2012 Remaster,David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster),1,3
Life on Mars? - 2015 Remaster,David Bowie,Hunky Dory (2015 Remaster),1,4
"All Dead, All Dead - Remastered 2011",Queen,News Of The World (2011 Remaster),1,4
In The Air Tonight - 2015 Remastered,Phil Collins,Face Value (Deluxe Editon),1,1
Easy Lover,"Philip Bailey, Phil Collins",Chinese Wall,1,6
Cocaine,Eric Clapton,Slowhand 35th Anniversary,1,1
Blackstar,David Bowie,Blackstar,1,1
Californication,Red Hot Chili Peppers,Californication (Deluxe Edition),1,6
Otherside,Red Hot Chili Peppers,Californication (Deluxe Edition),1,4
Under the Bridge,Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Edition),1,11
Can't Stop,Red Hot Chili Peppers,By the Way (Deluxe Edition),1,7
Snow (Hey Oh),Red Hot Chili Peppers,Stadium Arcadium,1,2
Scar Tissue,Red Hot Chili Peppers,Californication (Deluxe Edition),1,3
Dark Necessities,Red Hot Chili Peppers,The Getaway,1,2
Comfortably Numb,Pink Floyd,The Wall,2,6
Sweet Home Alabama,Lynyrd Skynyrd,Lynyrd Skynyrd Greatest Hits,1,1
We Are The Champions - Remastered 2011,Queen,News Of The World (2011 Remaster),1,2
Carry On Wayward Son,Kansas,The Best Year Of My Life: 1977,1,11
Ziggy Stardust - 2012 Remaster,David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster),1,9
Could You Be Loved,Bob Marley & The Wailers,Uprising,1,8
Three Little Birds,Bob Marley & The Wailers,Exodus (Deluxe Edition),1,9
Come As You Are,Nirvana,Nevermind (Deluxe Edition),1,3
Nothing Else Matters,Metallica,Metallica,1,8
Message In A Bottle - Remastered 2003,The Police,Reggatta De Blanc (Remastered),1,1
Bellbottoms,The Jon Spencer Blues Explosion,Orange,1,1
Pennyroyal Tea,Nirvana,MTV Unplugged In New York,1,5
Rape Me,Nirvana,In Utero - 20th Anniversary - Deluxe Edition,1,4
Pennyroyal Tea,Nirvana,In Utero - 20th Anniversary - Deluxe Edition,1,9
All Apologies,Nirvana,MTV Unplugged In New York,1,13
Times Like These,Foo Fighters,Greatest Hits,1,7
Dust in the Wind,Kansas,Point Of Know Return (Expanded Edition),1,7
Who Wants To Live Forever - Remastered 2011,Queen,Greatest Hits II (2011 Remaster),1,9
I'm Shipping Up To Boston,Dropkick Murphys,The Warrior's Code,1,11
Bitter Sweet Symphony,The Verve,Urban Hymns (Deluxe / Remastered 2016),1,1
War Pigs,Black Sabbath,Paranoid (2009 Remastered Version),1,1
American Woman,Lenny Kravitz,5,1,14
Immigrant Song - Remaster,Led Zeppelin,Led Zeppelin III (Remaster),1,1
Kashmir - 1990 Remaster,Led Zeppelin,Physical Graffiti (1994 Remaster),1,6
Hocus Pocus,Focus,Baby Driver (Music from the Motion Picture),1,22
21 Guns,Green Day,21st Century Breakdown,1,16
Boulevard of Broken Dreams,Green Day,Greatest Hits: God's Favorite Band,1,14
Lights Out,Royal Blood,How Did We Get So Dark?,1,2
Snuff,Slipknot,All Hope Is Gone,1,11
Brighton Rock - Remastered 2011,Queen,Sheer Heart Attack (2011 Remaster),1,1
Guaranteed,Eddie Vedder,Into The Wild (Music For The Motion Picture),1,11
Patience,Guns N' Roses,G N' R Lies,1,5
Oh Me,Nirvana,MTV Unplugged In New York,1,11
Polly - Smart Sessions,Nirvana,Nevermind (Deluxe Edition),2,4
About A Girl - Remastered,Nirvana,Bleach: Deluxe Edition,1,3
Simple Man,Lynyrd Skynyrd,(Pronounced 'Leh-'Nérd 'Skin-'Nérd) [Expanded Edition],1,4
Wasting Love - 1998 Remastered Version,Iron Maiden,Fear Of The Dark (1998 Remastered Edition),1,6
People Are Strange,The Doors,Strange Days,1,7
Enter Sandman,Metallica,Metallica,1,1
Civil War,Guns N' Roses,Use Your Illusion II,1,1
Use Somebody,Kings of Leon,Only By The Night,1,4
Miserlou,Dick Dale and his Del-Tones,Ultra-Surf Presents: Hit The Surf!,1,2
The Adventures of Rain Dance Maggie,Red Hot Chili Peppers,I'm with You,1,7
Drive,Incubus,Make Yourself,1,8
Angie - Remastered 2009,The Rolling Stones,Goats Head Soup (Remastered 2009),1,5
"Sitting, Waiting, Wishing",Jack Johnson,In Between Dreams,1,6
Babe I'm Gonna Leave You - 1990 Remaster,Led Zeppelin,Led Zeppelin,1,2
Fast Car,Tracy Chapman,Tracy Chapman,1,2
War,Edwin Starr,War And Peace,1,1
Money,Pink Floyd,The Dark Side of the Moon,1,6
Walk This Way,Aerosmith,Toys In The Attic,1,4
"Hey Hey, My My (Into the Black) - 2016 Remaster","Neil Young, Crazy Horse",Rust Never Sleeps,1,9
Tom Sawyer,Rush,Moving Pictures (2011 Remaster),1,1
By the Way,Red Hot Chili Peppers,By the Way (Deluxe Edition),1,1
Imagine,Jack Johnson,Instant Karma: The Amnesty International Campaign To Save Darfur (Standard Version),1,15
Banana Pancakes,Jack Johnson,In Between Dreams,1,3
Iris,The Goo Goo Dolls,Greatest Hits Volume One - The Singles,1,14
Dani California,Red Hot Chili Peppers,Stadium Arcadium,1,1
Goodbye Angels,Red Hot Chili Peppers,The Getaway,1,5
Moby Dick,Led Zeppelin,Led Zeppelin II (1994 Remaster),1,8
"Mama, I'm Coming Home",Ozzy Osbourne,No More Tears (Expanded Edition),1,3
Around the World,Red Hot Chili Peppers,Californication (Deluxe Edition),1,1
Arabella,Arctic Monkeys,AM,1,4
Hotel California - 2013 Remaster,Eagles,Hotel California (2013 Remaster),1,1
Fluorescent Adolescent,Arctic Monkeys,Favourite Worst Nightmare,1,5
I Bet You Look Good On The Dancefloor,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",1,2
Why'd You Only Call Me When You're High?,Arctic Monkeys,AM,1,9
R U Mine?,Arctic Monkeys,AM,1,2
Snap Out of It,Arctic Monkeys,AM,1,10
One for the Road,Arctic Monkeys,AM,1,3
Do I Wanna Know?,Arctic Monkeys,AM,1,1
You're So Dark,Arctic Monkeys,One for the Road,1,2
Jump - 2015 Remaster,Van Halen,1984 (Remastered),1,2
Faint,Linkin Park,Meteora,1,7
Creep,Stone Temple Pilots,Core,1,7
Fell On Black Days,Soundgarden,Superunknown (20th Anniversary),1,3
Hunger Strike,Temple Of The Dog,Temple Of The Dog,1,3
Would?,Alice In Chains,Dirt,1,13
Daughter (Remastered),Pearl Jam,Vs.,1,3
Seasons,Chris Cornell,Singles - Original Motion Picture Soundtrack,1,3
Spoonman,Soundgarden,Superunknown (20th Anniversary),1,8
Like Suicide,Soundgarden,Superunknown (20th Anniversary),1,15
Freak,Silverchair,Freak Show,1,2
Stadium Arcadium,Red Hot Chili Peppers,Stadium Arcadium,1,4
Little Wing,Jimi Hendrix,Axis: Bold As Love,1,6
Drain You,Nirvana,Nevermind (Deluxe Edition),1,8
The Zephyr Song,Red Hot Chili Peppers,By the Way (Deluxe Edition),1,6
Give It Away,Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Edition),1,9
Tell Me Baby,Red Hot Chili Peppers,Stadium Arcadium,2,2
Crawling,Linkin Park,Hybrid Theory (Bonus Edition),1,5
Papercut,Linkin Park,Hybrid Theory (Bonus Edition),1,1
A Place for My Head,Linkin Park,Hybrid Theory (Bonus Edition),1,9
Don't Stay,Linkin Park,Meteora (Bonus Edition),1,2
Iridescent,Linkin Park,A Thousand Suns,1,12
Shadow of the Day,Linkin Park,Minutes to Midnight,1,5
Figure.09,Linkin Park,Meteora (Bonus Edition),1,8
Waiting for the End,Linkin Park,A Thousand Suns,1,8
Runaway,Linkin Park,Hybrid Theory (Bonus Edition),1,6
With You,Linkin Park,Hybrid Theory (Bonus Edition),1,3
The Little Things Give You Away,Linkin Park,Minutes to Midnight,1,12
Higher Ground - Remastered,Red Hot Chili Peppers,Mother's Milk,1,2
Breaking the Girl,Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Edition),1,3
Suck My Kiss,Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Edition),1,5
Killer Queen - Remastered 2011,Queen,Sheer Heart Attack (2011 Remaster),1,2
Bicycle Race - Remastered 2011,Queen,Jazz (2011 Remaster),1,4
All Along the Watchtower,Jimi Hendrix,Electric Ladyland,1,15
Purple Haze,Jimi Hendrix,Are You Experienced,1,1
Voodoo Child (Slight Return),Jimi Hendrix,Electric Ladyland,1,16
One More Light,Linkin Park,One More Light,1,9
Parallel Universe,Red Hot Chili Peppers,Californication (Deluxe Edition),1,2
Quixoticelixer - 2006 Remaster,Red Hot Chili Peppers,Californication (Deluxe Edition),1,18
Aeroplane,Red Hot Chili Peppers,One Hot Minute (Deluxe Edition),1,2
I Want to Know,KONGOS,Lunatic,1,3
Bad Habit,The Kooks,Listen,1,6
Man in the Box,Alice In Chains,Facelift,1,2
Seen It All,Jake Bugg,Jake Bugg,1,4
Clint Eastwood,Gorillaz,Gorillaz,1,5
Feel Good Inc.,Gorillaz,Demon Days,1,6
Killing In The Name,Rage Against The Machine,Rage Against The Machine - XX (20th Anniversary Special Edition),1,2
Humility (feat. George Benson),"Gorillaz, George Benson",Humility (feat. George Benson),1,1
Roundabout - 2003 Remaster,Yes,Fragile (Deluxe Edition),1,1
The Jack,AC/DC,High Voltage,1,3
Tomorrow Comes Today,Gorillaz,Gorillaz,1,3
Go Robot,Red Hot Chili Peppers,The Getaway,1,7
Brendan's Death Song,Red Hot Chili Peppers,I'm with You,1,3
Don't Forget Me,Red Hot Chili Peppers,By the Way (Deluxe Edition),1,5
My Friends,Red Hot Chili Peppers,One Hot Minute (Deluxe Edition),1,4
Desecration Smile,Red Hot Chili Peppers,Stadium Arcadium,2,1
Little Sister,Queens of the Stone Age,Lullabies To Paralyze (International Version),1,7
Go With The Flow,Queens of the Stone Age,Songs For The Deaf,1,8
No One Knows,Queens of the Stone Age,Songs For The Deaf,1,2
The Way You Used to Do,Queens of the Stone Age,Villains,1,2
Burden In My Hand,Soundgarden,Down On The Upside,1,7
Lonely Day,System Of A Down,Hypnotize,1,11
Breaking the Habit,Linkin Park,Meteora (Bonus Edition),1,9
Dream On,Aerosmith,Aerosmith,1,3
Good Times Bad Times - 1993 Remaster,Led Zeppelin,Led Zeppelin,1,1
Chop Suey!,System Of A Down,Toxicity,1,6
Black Dog - 1990 Remaster,Led Zeppelin,Led Zeppelin IV,1,1
Sharp Dressed Man - 2008 Remaster,ZZ Top,Eliminator,1,3
Sick Love,Red Hot Chili Peppers,The Getaway,1,6
Young Lust,Pink Floyd,The Wall,1,9
Jugband Blues,Pink Floyd,A Saucerful of Secrets,1,7
Fat Bottomed Girls - 2011 Remaster,Queen,Jazz (2011 Remaster),1,2
November Rain,Guns N' Roses,Use Your Illusion I,1,10
Baba O'Riley,The Who,Who's Next,1,1
Blitzkrieg Bop - 2016 Remaster,Ramones,Ramones (40th Anniversary Deluxe Edition; 2016 Remaster),1,1
Fly Away,Lenny Kravitz,5,1,8
I'd Love to Change the World - 2004 Remaster,Ten Years After,A Space in Time (Deluxe Version),1,3
Like a Stone,Audioslave,Audioslave,1,5
La Grange - 2005 Remaster,ZZ Top,Tres Hombres (Expanded 2006 Remaster),1,8
Photograph,Def Leppard,Pyromania,1,2
Are You Gonna Go My Way,Lenny Kravitz,Are You Gonna Go My Way,1,1
The Crow & the Butterfly,Shinedown,The Sound of Madness,1,5
Somewhere I Belong,Linkin Park,Meteora (Bonus Edition),1,3
She Hates Me,Puddle Of Mudd,Come Clean (Repackaged International Version),1,6
Hey Joe,Jimi Hendrix,Are You Experienced,1,3
Higher,Creed,Human Clay,1,9
Alright,Supergrass,I Should Coco,1,4
Sabotage,Beastie Boys,Ill Communication,1,6
You Give Love A Bad Name,Bon Jovi,Bon Jovi Greatest Hits,1,2
It's My Life,Bon Jovi,Crush,1,1
Who Are You,The Who,Who Are You (Remastered),1,9
One Of Us,Joan Osborne,Relish,1,6
Barracuda,Heart,Little Queen,1,1
We Will Rock You - Remastered,Queen,News Of The World (2011 Remaster),1,1
I Want To Break Free - Single Remix,Queen,The Works (Deluxe Edition 2011 Remaster),2,2
You’re My Best Friend - Backing Track Mix,Queen,A Night At The Opera (Deluxe Edition 2011 Remaster),2,3
Save Me - Remastered 2011,Queen,The Game (2011 Remaster),1,10
Plush,Stone Temple Pilots,Core,1,9
Daisy,Stone Temple Pilots,Tiny Music...Songs from the Vatican Gift Shop,1,11
Walk This Way (feat. Aerosmith),"Run–D.M.C., Aerosmith",Raising Hell,1,4
Don't Cry (Original),Guns N' Roses,Use Your Illusion I,1,4
Tighter & Tighter,Soundgarden,Down On The Upside,1,11
Heaven Beside You,Alice In Chains,Alice In Chains,1,4
Crazy,Gnarls Barkley,St. Elsewhere,1,2
School's Out,Alice Cooper,School's Out,1,1
It's a Long Way to the Top (If You Wanna Rock 'N' Roll),AC/DC,High Voltage,1,1
Far Away,Nickelback,All the Right Reasons (Walmart Exclusive Edition),1,6
Psycho Killer - 2005 Remaster,Talking Heads,Talking Heads '77 (Deluxe Version),1,10
Run,Foo Fighters,Concrete and Gold,1,2
The Sky Is A Neighborhood,Foo Fighters,Concrete and Gold,1,4
The Pretender,Foo Fighters,"Echoes, Silence, Patience & Grace",1,1
Everlong,Foo Fighters,The Colour And The Shape,1,11
"Mrs. Robinson - From ""The Graduate"" Soundtrack",Simon & Garfunkel,Bookends,1,10
Cum on Feel the Noize,Quiet Riot,Quiet Riot - Greatest Hits,1,1
Rock And Roll All Nite,KISS,Dressed To Kill,1,10
Beat It - Single Version,Michael Jackson,Thriller 25 Super Deluxe Edition,1,5
Funk #49,James Gang,Joe Walsh's Greatest Hits: Little Did He Know...,1,1
Andromeda (feat. DRAM),Gorillaz,Humanz (Deluxe),1,10
Hey Ya!,OutKast,Kiss R&B Digital Downloads,1,18
Sleeping Powder,Gorillaz,Sleeping Powder,1,1
Closing Time,Semisonic,Feeling Strangely Fine,1,1
Garden,Pearl Jam,Ten,1,9
Street Spirit (Fade Out),Radiohead,The Bends,1,12
Heart of Gold - 2017 Remaster,Neil Young,Decade,1,22
Behind Blue Eyes,The Who,Who's Next,1,8
Slow Cheetah,Red Hot Chili Peppers,Stadium Arcadium,1,7
Trains,Porcupine Tree,In Absentia,1,2
Dazed and Confused - 1990 Remaster,Led Zeppelin,Led Zeppelin,1,4
Stranglehold,Ted Nugent,Ted Nugent,1,1
Every Morning,Sugar Ray,14:59,1,2
White Rabbit,Jefferson Airplane,Surrealistic Pillow,1,10
Dirty Deeds Done Dirt Cheap,AC/DC,Dirty Deeds Done Dirt Cheap,1,1
Play The Game - Remastered 2011,Queen,The Game (2011 Remaster),1,1
Is There Anybody Out There?,Pink Floyd,The Wall,2,2
Dirty Harry,Gorillaz,Dirty Harry,1,1
Souk Eye,Gorillaz,The Now Now,1,11
Fire Flies,Gorillaz,Fire Flies,1,1
"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,Curtain Call (Deluxe),1,6
The Unforgiven,Metallica,Metallica,1,4
Something In The Way,Nirvana,Nevermind (Deluxe Edition),1,12
Live And Let Die,Guns N' Roses,Use Your Illusion I,1,3
Vasoline,Stone Temple Pilots,Purple,1,2
Alive,Pearl Jam,Ten,1,3
Toxicity,System Of A Down,Toxicity,1,12
Bombtrack,Rage Against The Machine,Rage Against The Machine - XX (20th Anniversary Special Edition),1,1
Sleep Now In the Fire,Rage Against The Machine,The Battle Of Los Angeles,1,5
Renegades Of Funk,Rage Against The Machine,Renegades,1,4
Bullet In The Head,Rage Against The Machine,Rage Against The Machine - XX (20th Anniversary Special Edition),1,5
Down On The Street,Rage Against The Machine,Renegades,1,10
The Ghost of Tom Joad,Rage Against The Machine,Renegades,1,9
Freedom,Rage Against The Machine,Rage Against The Machine - XX (20th Anniversary Special Edition),1,10
Speak to Me,Pink Floyd,The Dark Side of the Moon,1,1
Breathe (In the Air),Pink Floyd,The Dark Side of the Moon,1,2
One of These Days,Pink Floyd,Meddle,1,1
19-2000,Gorillaz,Gorillaz,1,11
Going to California - 1990 Remaster,Led Zeppelin,Led Zeppelin IV,1,7
Time,Pink Floyd,The Dark Side of the Moon,1,4
The Great Gig in the Sky,Pink Floyd,The Dark Side of the Moon,1,5
Welcome to the Machine,Pink Floyd,Wish You Were Here,1,2
Misty Mountain Hop - 1990 Remaster,Led Zeppelin,Led Zeppelin IV,1,5
Sweet Child O' Mine,Guns N' Roses,Appetite For Destruction,1,9
Welcome To The Jungle,Guns N' Roses,Appetite For Destruction,1,1
Highway to Hell,AC/DC,Highway to Hell,1,1
Back In Black,AC/DC,Back In Black,1,6
Hells Bells,AC/DC,Back In Black,1,1
High Voltage,AC/DC,High Voltage,1,9
Shoot to Thrill,AC/DC,Back In Black,1,2
For Those About to Rock (We Salute You),AC/DC,Who Made Who,1,9
Rock and Roll Ain't Noise Pollution,AC/DC,Back In Black,1,10
Black Sun,Death Cab for Cutie,Kintsugi,1,2
Hard as a Rock,AC/DC,Ballbreaker,1,1
Moneytalks,AC/DC,The Razors Edge,1,3
Ramble On - 1990 Remaster,Led Zeppelin,Led Zeppelin II (1994 Remaster),1,7
When the Levee Breaks - 1990 Remaster,Led Zeppelin,Led Zeppelin IV,1,8
Pink as Floyd,Red Hot Chili Peppers,Pink as Floyd / Your Eyes Girl,1,1
Pretty Penny,Stone Temple Pilots,Purple,1,6
Elderly Woman Behind the Counter in a Small Town (Remastered),Pearl Jam,Vs.,1,10
My Wave,Soundgarden,Superunknown (Deluxe Edition),1,2
Paranoid,Black Sabbath,Paranoid (2009 Remastered Version),1,2
If You Could Only See,Tonic,Lemon Parade,1,3
Paradise City,Guns N' Roses,Appetite For Destruction,1,6
Free Bird,Lynyrd Skynyrd,(Pronounced 'Leh-'Nérd 'Skin-'Nérd),1,8
Highway Tune,Greta Van Fleet,From The Fires,1,5
Rock and Roll - 1990 Remaster,Led Zeppelin,Led Zeppelin IV,1,2
The Seeker - Edit,The Who,Maximum As & Bs,3,3
The Day I Tried To Live,Soundgarden,Superunknown (Deluxe Edition),1,10
Dumb,Nirvana,In Utero - 20th Anniversary Remaster,1,6
Show Me How to Live,Audioslave,Audioslave,1,2
Gasoline,Audioslave,Audioslave,1,3
Say Hello 2 Heaven,Temple Of The Dog,Temple Of The Dog,1,1
Wooden Jesus,Temple Of The Dog,Temple Of The Dog,1,7
Black,Pearl Jam,Ten,1,5
Jeremy,Pearl Jam,Ten,1,6
Immortality - Remastered,Pearl Jam,Vitalogy,1,13
Bulls On Parade,Rage Against The Machine,Evil Empire,1,2
Calm Like a Bomb,Rage Against The Machine,The Battle Of Los Angeles,1,3
Interstate Love Song,Stone Temple Pilots,Purple,1,4
Even Flow,Pearl Jam,Ten,1,2
Down In A Hole,Alice In Chains,Dirt,1,4
This Is a Call,Foo Fighters,Foo Fighters,1,1
Tomorrow,Silverchair,Frogstomp,1,2
Be Yourself,Audioslave,Out of Exile,1,3
Times Of Trouble,Temple Of The Dog,Temple Of The Dog,1,6
Brother,Alice In Chains,The Essential Alice In Chains,1,6
Doesn't Remind Me,Audioslave,Doesn't Remind Me (International Version),1,1
One,Creed,Greatest Hits,1,4
One Last Breath,Creed,Greatest Hits,1,9
Creep,Radiohead,The Best Of,1,4
Bring Me To Life,Evanescence,Fallen,1,2
3's & 7's,Queens of the Stone Age,Era Vulgaris,1,8
Better Man,Pearl Jam,Vitalogy,1,11
